mdb,partei,link
https://www.bundestag.de/abgeordnete/biografien/G/gauland_alexander-857328, Bündnis 90/Die Grünen,no_data
https://www.bundestag.de/abgeordnete/biografien/G/gava_manuel-860882, SPD,"[{'title': 'homepage', 'url': 'https://www.manuelgava.de/'}, {'title': 'facebook', 'url': 'https://www.facebook.com/manuelgavaspd'}, {'title': 'Instagram', 'url': 'https://www.instagram.com/manuelosna/?hl=de'}]"
https://www.bundestag.de/abgeordnete/biografien/G/gebhart_thomas-863124, CDU/CSU,"[{'title': 'homepage', 'url': 'http://www.thomas-gebhart.de'}, {'title': 'facebook', 'url': 'https://www.facebook.com/gebhart.th'}, {'title': 'twitter', 'url': 'https://twitter.com/thomasgebhart'}, {'title': 'Instagram', 'url': 'https://www.instagram.com/gebhart_th/'}]"
https://www.bundestag.de/abgeordnete/biografien/G/gehring_kai-857348, Bündnis 90/Die Grünen,"[{'title': 'homepage', 'url': 'http://www.kai-gehring.de'}, {'title': 'facebook', 'url': 'http://www.facebook.com/kai.gehring/'}, {'title': 'twitter', 'url': 'http://www.twitter.com/KaiGehring'}, {'title': 'Instagram', 'url': 'http://www.instagram.com/kai.gehring'}]"
https://www.bundestag.de/abgeordnete/biografien/G/geissler_jonas-861556, CDU/CSU,"[{'title': 'homepage', 'url': 'http://www.jonas-geissler.de/'}, {'title': 'facebook', 'url': 'http://www.facebook.com/JonasGeissler1984'}, {'title': 'Instagram', 'url': 'http://www.instagram.corm/der_geissler'}]"
https://www.bundestag.de/abgeordnete/biografien/G/gelbhaar_stefan-857334, Bündnis 90/Die Grünen,"[{'title': 'homepage', 'url': 'http://stefan-gelbhaar.de/'}, {'title': 'facebook', 'url': 'https://www.facebook.com/stefan.gelbhaar'}, {'title': 'twitter', 'url': 'https://twitter.com/stefangelbhaar'}, {'title': 'Instagram', 'url': 'https://www.instagram.com/stefangelbhaar/'}]"
https://www.bundestag.de/abgeordnete/biografien/G/gerdes_michael-857362, SPD,"[{'title': 'homepage', 'url': 'http://www.michaelgerdes-mdb.de'}, {'title': 'facebook', 'url': 'https://www.facebook.com/michaelgerdesmdb'}, {'title': 'Instagram', 'url': 'https://www.instagram.com/michaelgerdesmdb/'}]"
https://www.bundestag.de/abgeordnete/biografien/G/gerschau_knut-860534, FDP,"[{'title': 'homepage', 'url': 'https://knut-gerschau.wahl.freie-demokraten.de'}, {'title': 'facebook', 'url': 'https://facebook.com/knut.gerschau.fdp'}, {'title': 'Instagram', 'url': 'https://instagram.com/knut.gerschau'}]"
https://www.bundestag.de/abgeordnete/biografien/G/gerster_martin-857338, SPD,"[{'title': 'homepage', 'url': 'http://www.martin-gerster.de/'}, {'title': 'facebook', 'url': 'https://www.facebook.com/MdB.Martin.Gerster'}]"
https://www.bundestag.de/abgeordnete/biografien/G/gesenhues_jan-860906, Bündnis 90/Die Grünen,"[{'title': 'homepage', 'url': 'https://gesenhues.eu/'}, {'title': 'facebook', 'url': 'https://www.facebook.com/JanniGesenhues'}, {'title': 'twitter', 'url': 'https://twitter.com/JN_Gesenhues'}, {'title': 'Instagram', 'url': 'https://www.instagram.com/janni_gesenhues/'}]"
https://www.bundestag.de/abgeordnete/biografien/G/glaser_albrecht-857350, AfD,"[{'title': 'homepage', 'url': 'http://www.albrecht-glaser.de'}, {'title': 'Instagram', 'url': 'https://www.instagram.com/albrecht.glaser/'}, {'title': 'facebook', 'url': 'http://www.facebook.com/AlbrechtGlaser'}]"
https://www.bundestag.de/abgeordnete/biografien/G/gloeckner_angelika-857370, SPD,"[{'title': 'homepage', 'url': 'http://www.angelika-glöckner.info/'}, {'title': 'twitter', 'url': 'https://twitter.com/A_Gloeckner'}, {'title': 'facebook', 'url': 'http://www.facebook.com/gloeckner.spd'}, {'title': 'Instagram', 'url': 'http://www.instagram.com/angelikaglockner/'}]"
https://www.bundestag.de/abgeordnete/biografien/G/glogowski_merten_aniko-860896, FDP,"[{'title': 'homepage', 'url': 'http://www.anikomerten.de'}, {'title': 'facebook', 'url': 'https://www.facebook.com/AnikoMertenFDP'}, {'title': 'twitter', 'url': 'https://twitter.com/AnikoMerten'}, {'title': 'Instagram', 'url': 'https://www.instagram.com/aniko_teamwunderkerze/'}]"
https://www.bundestag.de/abgeordnete/biografien/G/gnauck_hannes-860536, AfD,"[{'title': 'homepage', 'url': 'https://afd-um.de/'}, {'title': 'facebook', 'url': 'https://www.facebook.com/pages/category/Politician/Hannes-Gnauck-AfD-559704501209297/'}, {'title': 'twitter', 'url': 'https://twitter.com/Hannes_Gnauck'}, {'title': 'Instagram', 'url': 'https://www.instagram.com/hannesgnauck/?hl=de'}]"
https://www.bundestag.de/abgeordnete/biografien/G/goering_eckardt_katrin-857330, Bündnis 90/Die Grünen,"[{'title': 'homepage', 'url': 'http://www.goering-eckardt.de'}, {'title': 'facebook', 'url': 'https://www.facebook.com/GoeringEckardt'}, {'title': 'twitter', 'url': 'https://twitter.com/GoeringEckardt'}, {'title': 'linkedin', 'url': 'https://de.linkedin.com/in/katrin-g%C3%B6ring-eckardt-a52a6b156'}, {'title': 'Instagram', 'url': 'https://www.instagram.com/goeringeckardt/'}]"
https://www.bundestag.de/abgeordnete/biografien/G/goerke_christian-860512, Die Linke,"[{'title': 'homepage', 'url': 'https://www.christian-goerke.de'}, {'title': 'twitter', 'url': 'https://twitter.com/goerke_c'}, {'title': 'Instagram', 'url': 'https://www.instagram.com/christiangoerke62/'}, {'title': 'facebook', 'url': 'https://www.facebook.com/ChristianGoerkeLINKE'}]"
https://www.bundestag.de/abgeordnete/biografien/G/gohlke_nicole-857380, Die Linke,"[{'title': 'homepage', 'url': 'http://www.nicole-gohlke.de'}, {'title': 'facebook', 'url': 'http://www.facebook.com/NicoleGohlkeMdB'}, {'title': 'twitter', 'url': 'http://www.twitter.com/nicolegohlke'}, {'title': 'Instagram', 'url': 'https://www.instagram.com/nicolegohlke.mdb'}]"
https://www.bundestag.de/abgeordnete/biografien/G/gottschalk_kay-857332, AfD,"[{'title': 'homepage', 'url': 'https://afd-gottschalk.de/'}, {'title': 'facebook', 'url': 'https://www.facebook.com/KayGottschalkAfD/?ref=bookmarks'}, {'title': 'Instagram', 'url': 'https://www.instagram.com/kay.gottschalk.mdb.111/'}]"
https://www.bundestag.de/abgeordnete/biografien/G/graessle_ingeborg-860112, CDU/CSU,"[{'title': 'homepage', 'url': 'https://inge-graessle.de'}, {'title': 'facebook', 'url': 'https://www.facebook.com/inge.graessle/'}, {'title': 'twitter', 'url': 'https://twitter.com/inge_graessle?lang=de'}, {'title': 'linkedin', 'url': 'https://de.linkedin.com/in/dr-inge-gräßle'}, {'title': 'Instagram', 'url': 'https://www.instagram.com/inge.graessle/?hl=de'}]"
https://www.bundestag.de/abgeordnete/biografien/G/gramling_fabian-861744, CDU/CSU,"[{'title': 'homepage', 'url': 'https://www.fabian-gramling.de/'}, {'title': 'facebook', 'url': 'https://www.facebook.com/f.gramling/'}, {'title': 'twitter', 'url': 'https://twitter.com/fabiangramling'}, {'title': 'linkedin', 'url': 'https://de.linkedin.com/in/fabian-gramling-6a04721bb'}, {'title': 'Instagram', 'url': 'https://www.instagram.com/fabian.gramling/'}]"
https://www.bundestag.de/abgeordnete/biografien/G/grau_armin-861218, Bündnis 90/Die Grünen,"[{'title': 'homepage', 'url': 'http://www.armingrau.de'}, {'title': 'facebook', 'url': 'http://www.facebook.com/armin.grau.37'}]"
https://www.bundestag.de/abgeordnete/biografien/G/gremmels_timon-857384, SPD,"[{'title': 'homepage', 'url': 'https://www.timon-gremmels.de'}, {'title': 'facebook', 'url': 'https://facebook.com/timongremmels'}, {'title': 'twitter', 'url': 'https://www.twitter.com/timon_gremmels'}, {'title': 'linkedin', 'url': 'https://de.linkedin.com/in/timon-gremmels'}, {'title': 'Instagram', 'url': 'https://www.instagram.com/gremmels/'}]"
https://www.bundestag.de/abgeordnete/biografien/G/griese_kerstin-857340, SPD,"[{'title': 'homepage', 'url': 'http://www.kerstin-griese.de/'}, {'title': 'facebook', 'url': 'https://www.facebook.com/KerstinGrieseMdB'}]"
https://www.bundestag.de/abgeordnete/biografien/G/groehe_hermann-857336, CDU/CSU,"[{'title': 'homepage', 'url': 'http://www.hermann-groehe.de'}, {'title': 'facebook', 'url': 'http://www.facebook.de/groehe'}, {'title': 'twitter', 'url': 'http://www.twitter.com/groehe'}]"
https://www.bundestag.de/abgeordnete/biografien/G/groetsch_uli-857364, SPD,"[{'title': 'homepage', 'url': 'http://www.uli-grötsch.de/'}, {'title': 'facebook', 'url': 'https://de-de.facebook.com/uli.groetsch/'}, {'title': 'twitter', 'url': 'https://twitter.com/UliGroetsch'}, {'title': 'Instagram', 'url': 'https://www.instagram.com/uligroetsch'}, {'title': 'youtube', 'url': 'youtube: https://www.youtube.com/user/UliGroetsch'}]"
https://www.bundestag.de/abgeordnete/biografien/G/grosse_broemer_michael-857344, CDU/CSU,"[{'title': 'homepage', 'url': 'http://www.m-grosse-broemer.de'}, {'title': 'facebook', 'url': 'https://www.facebook.com/MGrosseBroemer/'}, {'title': 'twitter', 'url': 'https://twitter.com/mgrossebroemer'}, {'title': 'Instagram', 'url': 'https://instagram.com/michaelgrossebroemer'}]"
https://www.bundestag.de/abgeordnete/biografien/G/gruebel_markus-857360, CDU/CSU,"[{'title': 'homepage', 'url': 'http://www.markus-gruebel.de'}, {'title': 'facebook', 'url': 'https://www.facebook.com/MarkusGruebelMdB'}, {'title': 'twitter', 'url': 'https://twitter.com/GruebelMdB'}, {'title': 'Instagram', 'url': 'https://www.instagram.com/markus.gruebel'}]"
https://www.bundestag.de/abgeordnete/biografien/G/gruender_nils-860540, FDP,"[{'title': 'homepage', 'url': 'https://ngruender.abgeordnete.fdpbt.de/'}, {'title': 'facebook', 'url': 'https://www.facebook.com/nilsgruenderFDP'}, {'title': 'twitter', 'url': 'https://twitter.com/nilsgruender'}, {'title': 'linkedin', 'url': 'https://www.linkedin.com/in/nils-gr%C3%BCnder-b23550250/'}, {'title': 'Instagram', 'url': 'https://www.instagram.com/nilsgruender/?hl=de'}]"
https://www.bundestag.de/abgeordnete/biografien/G/gruetters_monika-857378, CDU/CSU,"[{'title': 'homepage', 'url': 'http://www.monika-gruetters.de'}, {'title': 'facebook', 'url': 'https://www.facebook.com/MonikaGruetters/'}]"
https://www.bundestag.de/abgeordnete/biografien/G/gruetzmacher_sabine-861782, Bündnis 90/Die Grünen,"[{'title': 'homepage', 'url': 'https://www.sabine-gruetzmacher.de'}, {'title': 'facebook', 'url': 'https://www.facebook.com/SabineGruetzmacher.obk'}, {'title': 'twitter', 'url': 'https://twitter.com/S_Gruetzmacher'}, {'title': 'Instagram', 'url': 'https://www.instagram.com/sabine_gruetzmacher'}]"
https://www.bundestag.de/abgeordnete/biografien/G/grund_manfred-857366, CDU/CSU,"[{'title': 'homepage', 'url': 'http://www.manfredgrund.de'}, {'title': 'facebook', 'url': 'http://www.facebook.com/manfredgrund'}, {'title': 'Instagram', 'url': 'https://www.instagram.com/manfred_grund/'}, {'title': 'youtube', 'url': 'https://www.youtube.com/c/ManfredGrundMdB'}]"
https://www.bundestag.de/abgeordnete/biografien/G/grundl_erhard-857346, Bündnis 90/Die Grünen,"[{'title': 'homepage', 'url': 'http://www.erhard-grundl.de/'}, {'title': 'facebook', 'url': 'https://www.facebook.com/grundl.erhard'}, {'title': 'twitter', 'url': 'https://twitter.com/Erhard_Grundl?lang=de'}, {'title': 'Instagram', 'url': 'https://www.instagram.com/erhard.grundl'}]"
https://www.bundestag.de/abgeordnete/biografien/G/grundmann_oliver-857356, CDU/CSU,"[{'title': 'homepage', 'url': 'http://www.olivergrundmann.de'}, {'title': 'facebook', 'url': 'http://www.facebook.com/mdb.olivergrundmann'}, {'title': 'Instagram', 'url': 'https://www.instagram.com/mdb.oliver.grundmann/'}]"
https://www.bundestag.de/abgeordnete/biografien/G/gueler_serap-860942, CDU/CSU,"[{'title': 'homepage', 'url': 'https://www.serapgueler.de/'}, {'title': 'twitter', 'url': 'https://twitter.com/SerapGueler'}, {'title': 'Instagram', 'url': 'https://www.instagram.com/sgueler/?hl=de'}, {'title': 'facebook', 'url': 'https://de-de.facebook.com/serap.guler.921'}]"
https://www.bundestag.de/abgeordnete/biografien/G/guentzler_fritz-857354, CDU/CSU,"[{'title': 'homepage', 'url': 'http://www.fritz-guentzler.de'}, {'title': 'facebook', 'url': 'https://facebook.com/fguentzler'}, {'title': 'twitter', 'url': 'https://twitter.com/fguentzler'}, {'title': 'linkedin', 'url': 'https://de.linkedin.com/in/fritz-güntzler-mdb-b08901101'}, {'title': 'Instagram', 'url': 'ttps://www.instagram.com/fguentzler'}]"
https://www.bundestag.de/abgeordnete/biografien/G/guerpinar_ates-860516, Die Linke,"[{'title': 'homepage', 'url': 'http://www.ates-guerpinar.de'}, {'title': 'twitter', 'url': 'https://twitter.com/AtesGuerpinar'}, {'title': 'Instagram', 'url': 'https://www.instagram.com/atesgurpinar/'}, {'title': 'facebook', 'url': 'https://www.facebook.com/ates.guerpinar'}]"
https://www.bundestag.de/abgeordnete/biografien/G/gutting_olav-857342, CDU/CSU,"[{'title': 'homepage', 'url': 'http://www.olav-gutting.de/'}, {'title': 'facebook', 'url': 'https://www.facebook.com/olav.gutting'}, {'title': 'twitter', 'url': 'https://twitter.com/olavgutting'}, {'title': 'Instagram', 'url': 'https://www.instagram.com/olavgutting'}]"
https://www.bundestag.de/abgeordnete/biografien/G/gysi_gregor-863130, Die Linke,"[{'title': 'homepage', 'url': 'http://www.gregorgysi.de'}, {'title': 'facebook', 'url': 'https://de-de.facebook.com/gregor.gysi/'}, {'title': 'twitter', 'url': 'https://twitter.com/GregorGysi'}]"
https://www.bundestag.de/abgeordnete/biografien/H/haase_christian-857456, CDU/CSU,"[{'title': 'homepage', 'url': 'http://www.haase-christian.de/'}, {'title': 'facebook', 'url': 'https://www.facebook.com/haasechristian.de/'}, {'title': 'twitter', 'url': 'https://twitter.com/ChristianHaase6'}]"
https://www.bundestag.de/abgeordnete/biografien/H/habeck_robert-861322, Bündnis 90/Die Grünen,"[{'title': 'homepage', 'url': 'https://www.robert-habeck.de'}, {'title': 'Instagram', 'url': 'https://www.instagram.com/robert.habeck/'}]"
https://www.bundestag.de/abgeordnete/biografien/H/hacker_thomas-857486, FDP,"[{'title': 'homepage', 'url': 'https://www.thacker.abgeordnete.fdpbt.de'}, {'title': 'facebook', 'url': 'https://www.facebook.com/FDP.Hacker'}, {'title': 'twitter', 'url': 'https://www.twitter.com/hacker_fdp'}, {'title': 'linkedin', 'url': 'https://www.linkedin.com/in/thomas-hacker/'}, {'title': 'Instagram', 'url': 'https://www.instagram.com/hacker_thomas/'}]"
https://www.bundestag.de/abgeordnete/biografien/H/hagedorn_bettina-857422, SPD,"[{'title': 'homepage', 'url': 'http://www.bettina-hagedorn.de'}, {'title': 'facebook', 'url': 'https://www.facebook.com/bettinahagedornMdB'}]"
https://www.bundestag.de/abgeordnete/biografien/H/hagl-kehl_rita-857446, SPD,"[{'title': 'homepage', 'url': 'http://www.rita-hagl-kehl.de/'}, {'title': 'facebook', 'url': 'https://www.facebook.com/Rita.Hagl.Kehl'}, {'title': 'twitter', 'url': 'https://twitter.com/RitaHaglKehl'}, {'title': 'Instagram', 'url': 'https://www.instagram.com/haglkehl'}]"
https://www.bundestag.de/abgeordnete/biografien/H/hahn_andre-857462, Die Linke,"[{'title': 'homepage', 'url': 'http://www.andre-hahn.eu/'}, {'title': 'facebook', 'url': 'https://www.facebook.com/DrAndreHahn'}]"
https://www.bundestag.de/abgeordnete/biografien/H/hahn_florian-857470, CDU/CSU,"[{'title': 'homepage', 'url': 'http://www.florian-hahn.de'}, {'title': 'facebook', 'url': 'https://www.facebook.com/florian.hahn.3766/'}, {'title': 'twitter', 'url': 'https://twitter.com/hahnflo'}, {'title': 'linkedin', 'url': 'https://www.linkedin.com/in/florian-hahn-3290541a0'}, {'title': 'Instagram', 'url': 'https://www.instagram.com/hahnflo/'}, {'title': 'youtube', 'url': 'https://www.youtube.com/channel/UCgUvjq68YiiBnblGopXyWPQ'}]"
https://www.bundestag.de/abgeordnete/biografien/H/hakverdi_metin-857438, SPD,"[{'title': 'homepage', 'url': 'https://metin-hakverdi.de/'}, {'title': 'facebook', 'url': 'http://www.facebook.com/metin.hakverdi.3'}, {'title': 'twitter', 'url': 'http://twitter.com/MetinHakverdi'}, {'title': 'Instagram', 'url': 'https://www.instagram.com/metin.hakverdi'}]"
https://www.bundestag.de/abgeordnete/biografien/H/hanke_reginald-857466, FDP,"[{'title': 'homepage', 'url': 'https://reginald-hanke.abgeordnete.fdpbt.de/'}, {'title': 'facebook', 'url': 'https://www.facebook.com/reginaldhanke/'}, {'title': 'Instagram', 'url': 'https://www.instagram.com/reginald.hanke/'}]"
https://www.bundestag.de/abgeordnete/biografien/H/harder_kuehnel_mariana-857390, AfD,"[{'title': 'homepage', 'url': 'http://www.mariana-harder-kuehnel.de'}, {'title': 'facebook', 'url': 'https://www.facebook.com/M.Harder.Kuehnel/'}, {'title': 'twitter', 'url': 'https://twitter.com/M_HarderKuehnel'}]"
https://www.bundestag.de/abgeordnete/biografien/H/hardt_juergen-857408, CDU/CSU,"[{'title': 'homepage', 'url': 'http://www.juergenhardt.de'}, {'title': 'facebook', 'url': 'https://www.facebook.com/JuergenHardt'}, {'title': 'twitter', 'url': 'https://twitter.com/juergenhardt'}, {'title': 'Instagram', 'url': 'https://www.instagram.com/juergenhardt_mdb'}]"
https://www.bundestag.de/abgeordnete/biografien/H/hartewig_philipp-860586, FDP,"[{'title': 'homepage', 'url': 'http://www.hartewig.de'}, {'title': 'facebook', 'url': 'https://www.facebook.com/philipphartewig'}, {'title': 'twitter', 'url': 'https://twitter.com/philipphartewig'}, {'title': 'linkedin', 'url': 'https://www.linkedin.com/in/philipp-hartewig-449998189/'}, {'title': 'Instagram', 'url': 'https://www.instagram.com/philipphartewig'}]"
https://www.bundestag.de/abgeordnete/biografien/H/hartmann_sebastian-857488, SPD,"[{'title': 'homepage', 'url': 'https://www.sebastian-hartmann.de/'}, {'title': 'facebook', 'url': 'https://www.facebook.com/SebastianHartmannSPD'}, {'title': 'twitter', 'url': 'https://twitter.com/sebast_hartmann'}, {'title': 'Instagram', 'url': 'https://www.instagram.com/sebastianhartmann.spd'}]"
https://www.bundestag.de/abgeordnete/biografien/H/harzer_ulrike-860588, FDP,"[{'title': 'homepage', 'url': 'https://www.ulrike-harzer.de/'}, {'title': 'facebook', 'url': 'https://www.facebook.com/UlrikeHarzerFDP'}, {'title': 'twitter', 'url': 'https://www.twitter.com/HarzerUlrike'}, {'title': 'linkedin', 'url': 'https://linkedin.com/in/ulrike-harzer-71b1a9a3'}, {'title': 'Instagram', 'url': 'https://www.instagram.com/ulrike_harzer'}]"
https://www.bundestag.de/abgeordnete/biografien/H/hasselmann_britta-857416, Bündnis 90/Die Grünen,"[{'title': 'homepage', 'url': 'http://britta-hasselmann.de'}, {'title': 'facebook', 'url': 'http://www.facebook.com/britta.hasselmann'}, {'title': 'twitter', 'url': 'http://www.twitter.com/BriHasselmann'}]"
https://www.bundestag.de/abgeordnete/biografien/H/hauer_matthias-857432, CDU/CSU,"[{'title': 'homepage', 'url': 'http://www.matthias-hauer.de'}, {'title': 'facebook', 'url': 'http://www.facebook.com/matthiashauer.cdu'}, {'title': 'twitter', 'url': 'http://twitter.com/MatthiasHauer'}, {'title': 'Instagram', 'url': 'http://www.instagram.com/matthias.hauer.mdb'}]"
https://www.bundestag.de/abgeordnete/biografien/H/haug_jochen-857388, AfD,"[{'title': 'facebook', 'url': 'https://www.facebook.com/JochenHaugAfD'}, {'title': 'twitter', 'url': 'https://www.facebook.com/Jochen_Haug'}]"
https://www.bundestag.de/abgeordnete/biografien/H/heck_stefan-860650, CDU/CSU,"[{'title': 'homepage', 'url': 'https://www.stefan-heck.net/'}, {'title': 'twitter', 'url': 'https://twitter.com/stheck?lang=de'}, {'title': 'Instagram', 'url': 'https://www.instagram.com/stefanheck82/'}, {'title': 'facebook', 'url': 'https://www.facebook.com/Dr.Stefan.Heck/'}]"
https://www.bundestag.de/abgeordnete/biografien/H/heidenblut_dirk-857440, SPD,"[{'title': 'homepage', 'url': 'http://www.dirk-heidenblut.de'}, {'title': 'facebook', 'url': 'https://de-de.facebook.com/DirkHeidenblutMdB'}, {'title': 'Instagram', 'url': 'http://Instagram.com/dirk_heidenblut'}]"
https://www.bundestag.de/abgeordnete/biografien/H/heidt_peter-857476, FDP,"[{'title': 'homepage', 'url': 'https://peter-heidt.abgeordnete.fdpbt.de/'}, {'title': 'facebook', 'url': 'https://www.facebook.com/peter.heidt.75'}, {'title': 'twitter', 'url': 'https://twitter.com/PeterHeidtFDP'}, {'title': 'Instagram', 'url': 'https://www.instagram.com/advocatopeter/'}]"
https://www.bundestag.de/abgeordnete/biografien/H/heil_hubertus-857452, SPD,"[{'title': 'homepage', 'url': 'http://www.hubertus-heil.de'}, {'title': 'facebook', 'url': 'https://www.facebook.com/mdb.hubertusheil'}, {'title': 'twitter', 'url': 'https://twitter.com/hubertus_heil'}, {'title': 'Instagram', 'url': 'https://www.instagram.com/hubertus_heil/'}]"
https://www.bundestag.de/abgeordnete/biografien/H/heil_mechthild-857412, CDU/CSU,"[{'title': 'homepage', 'url': 'http://www.mechthild-heil.de'}, {'title': 'facebook', 'url': 'http://www.facebook.com/MechthildHeil'}]"
https://www.bundestag.de/abgeordnete/biografien/H/heiligenstadt_frauke-860864, SPD,"[{'title': 'homepage', 'url': 'https://frauke-heiligenstadt.de/'}, {'title': 'facebook', 'url': 'http://www.facebook.com/FraukeHeiligenstadtSPD/'}, {'title': 'twitter', 'url': 'https://twitter.com/fheiligenstadt'}, {'title': 'Instagram', 'url': 'https://www.instagram.com/Frauke_Heiligenstadt/'}]"
https://www.bundestag.de/abgeordnete/biografien/H/heilmann_thomas-857430, CDU/CSU,"[{'title': 'homepage', 'url': 'http://www.heilmann.berlin/'}, {'title': 'facebook', 'url': 'https://www.facebook.com/thomasheilmannoffiziell/'}, {'title': 'Instagram', 'url': 'https://www.instagram.com/thomas_heilmann/'}, {'title': 'twitter', 'url': 'https://twitter.com/ThomasHeilmann'}, {'title': 'linkedin', 'url': 'https://de.linkedin.com/in/thomas-heilmann-b8589923'}, {'title': 'Xing', 'url': 'https://www.xing.com/profile/Thomas_Heilmann'}]"
https://www.bundestag.de/abgeordnete/biografien/H/heinrich_gabriela-857410, SPD,"[{'title': 'homepage', 'url': 'https://gabriela-heinrich.de/'}, {'title': 'facebook', 'url': 'https://www.facebook.com/heinrichgabriela'}, {'title': 'twitter', 'url': 'https://twitter.com/gaheinrich'}, {'title': 'Instagram', 'url': 'https://www.instagram.com/gabriela_heinrich'}]"
https://www.bundestag.de/abgeordnete/biografien/H/heitmann_linda-860706, Bündnis 90/Die Grünen,"[{'title': 'homepage', 'url': 'https://linda-heitmann.de'}, {'title': 'twitter', 'url': 'https://twitter.com/linda_lobster'}, {'title': 'Instagram', 'url': 'https://instagram.com/linda.altona'}]"
https://www.bundestag.de/abgeordnete/biografien/H/helferich_matthias-860592, fraktionslos,"[{'title': 'Instagram', 'url': 'https://www.instagram.com/matthiashelferichafd/?hl=de'}, {'title': 'facebook', 'url': 'https://de-de.facebook.com/helferich.afd/'}]"
https://www.bundestag.de/abgeordnete/biografien/H/helfrich_mark-857398, CDU/CSU,"[{'title': 'homepage', 'url': 'http://www.mark-helfrich.de/'}, {'title': 'facebook', 'url': 'https://de-de.facebook.com/markhelfrich.de/'}, {'title': 'Instagram', 'url': 'http://www.instaram.com/mark.helfrich.cdu'}]"
https://www.bundestag.de/abgeordnete/biografien/H/helling_plahr_katrin-857420, FDP,"[{'title': 'homepage', 'url': 'https://www.helling-plahr.de'}, {'title': 'facebook', 'url': 'https://www.facebook.com/KatrinHellingPlahr'}, {'title': 'twitter', 'url': 'https://twitter.com/KatrinHelling'}, {'title': 'Instagram', 'url': 'https://www.instagram.com/katrinhellingplahr/'}]"
https://www.bundestag.de/abgeordnete/biografien/H/hellmich_wolfgang-857434, SPD,"[{'title': 'homepage', 'url': 'http://www.wolfgang-hellmich.de'}, {'title': 'facebook', 'url': 'https://www.facebook.com/WolfgangHellmichmdb'}]"
https://www.bundestag.de/abgeordnete/biografien/H/henneberger_kathrin-860936, Bündnis 90/Die Grünen,"[{'title': 'homepage', 'url': 'https://kathrinhenneberger.de/'}, {'title': 'facebook', 'url': 'https://www.facebook.com/KathrinAnnaHenneberger'}, {'title': 'twitter', 'url': 'https://twitter.com/KathrinAnna'}, {'title': 'Instagram', 'url': 'https://www.instagram.com/kathrin.henneberger/'}, {'title': 'youtube', 'url': 'https://www.youtube.com/channel/UCGWLbHfCO7Cq9AvKH4HOvFQ'}]"
https://www.bundestag.de/abgeordnete/biografien/H/hennig_anke-860878, SPD,"[{'title': 'homepage', 'url': 'https://www.anke-hennig.de/'}, {'title': 'twitter', 'url': 'https://twitter.com/AnkeHennigSPD'}, {'title': 'Instagram', 'url': 'https://instagram.com/ankehennig_bramsche'}, {'title': 'facebook', 'url': 'https://facebook.com/ankehennigspd'}]"
https://www.bundestag.de/abgeordnete/biografien/H/hennig_wellsow_susanne-860596, Die Linke,"[{'title': 'homepage', 'url': 'https://www.susannehennig.de/'}, {'title': 'twitter', 'url': 'https://twitter.com/SusanneHennig?'}, {'title': 'Instagram', 'url': 'https://www.instagram.com/susanne_hennig_wellsow'}]"
https://www.bundestag.de/abgeordnete/biografien/H/hennrich_michael-857406, Die Linke,no_data
https://www.bundestag.de/abgeordnete/biografien/H/henrichmann_marc-857478, CDU/CSU,"[{'title': 'homepage', 'url': 'http://www.marc-henrichmann.de'}, {'title': 'facebook', 'url': 'http://www.facebook.com/m.henrichmann'}, {'title': 'twitter', 'url': 'https://www.twitter.com/marchenrichmann'}, {'title': 'Instagram', 'url': 'https://instagram.com/marc_henrichmann'}]"
https://www.bundestag.de/abgeordnete/biografien/H/herbrand_markus-857442, FDP,"[{'title': 'homepage', 'url': 'http://www.markus-herbrand.de'}, {'title': 'facebook', 'url': 'http://www.facebook.com/HerbrandMdB/'}, {'title': 'twitter', 'url': 'http://www.twitter.com/HerbrandMarkus'}, {'title': 'Instagram', 'url': 'http://www.instagram.com{markus.herbrand.fdp'}]"
https://www.bundestag.de/abgeordnete/biografien/H/herbst_torsten-857454, FDP,"[{'title': 'homepage', 'url': 'https://www.torsten-herbst.de/'}, {'title': 'facebook', 'url': 'https://www.facebook.com/torsten.herbst'}, {'title': 'twitter', 'url': 'https://twitter.com/torstenherbst'}, {'title': 'Instagram', 'url': 'https://www.instagram.com/herbsttorsten'}]"
https://www.bundestag.de/abgeordnete/biografien/H/herrmann_bernhard-861258, Bündnis 90/Die Grünen,"[{'title': 'homepage', 'url': 'https://bernhard-herrmann.de/'}, {'title': 'facebook', 'url': 'https://www.facebook.com/bernhard.herrmann.73'}, {'title': 'twitter', 'url': 'https://twitter.com/BHerrmann_'}, {'title': 'Instagram', 'url': 'https://www.instagram.com/bernhard_herrmann_/'}]"
https://www.bundestag.de/abgeordnete/biografien/H/heselhaus_nadine-860970, SPD,"[{'title': 'homepage', 'url': 'https://nadine-heselhaus.de/'}, {'title': 'facebook', 'url': 'https://www.facebook.com/nadine.heselhaus/'}, {'title': 'twitter', 'url': 'https://twitter.com/nheselhaus?lang=de'}, {'title': 'Instagram', 'url': 'https://www.instagram.com/nadine.heselhaus/?hl=de'}, {'title': 'tiktok', 'url': 'https://www.tiktok.com/@nadine.heselhaus?lang=de-DE'}]"
